Date,Open,High,Low,Close,Adj Close,Volume
2022-08-16,1027.150024,1036.000000,1025.250000,1034.550049,1017.805542,776409
2022-08-17,1039.750000,1042.949951,1024.199951,1025.750000,1009.148010,1102323
2022-08-18,1028.500000,1034.050049,1007.349976,1032.199951,1015.493591,1201720
2022-08-19,1029.050049,1036.599976,1020.099976,1030.099976,1013.427551,654004
2022-08-22,1016.000000,1029.849976,1015.500000,1022.549988,1005.999756,993053
2022-08-23,1010.200012,1046.800049,1010.200012,1040.650024,1023.806824,1868332
2022-08-24,1041.000000,1053.849976,1026.050049,1037.349976,1020.560181,1562062
2022-08-25,1043.949951,1043.949951,1020.549988,1025.750000,1009.148010,1112617
2022-08-26,1030.900024,1035.699951,1018.500000,1020.799988,1004.278076,1264070
2022-08-29,1000.000000,1024.000000,991.299988,1017.299988,1000.834778,1305557
2022-08-30,1018.500000,1042.199951,1016.099976,1038.449951,1021.642395,1571042
2022-09-01,1026.000000,1044.250000,1019.400024,1023.000000,1006.442444,1528731
2022-09-02,1024.000000,1031.199951,1012.049988,1015.599976,999.162231,1655229
2022-09-05,1012.500000,1030.449951,1012.000000,1025.650024,1009.049622,1275368
2022-09-06,1025.000000,1042.000000,1024.900024,1040.849976,1024.003540,1369910
2022-09-07,1033.849976,1061.849976,1033.000000,1051.500000,1034.481201,2471263
2022-09-08,1058.500000,1059.750000,1044.000000,1056.050049,1038.957642,1755391
2022-09-09,1060.000000,1065.949951,1055.000000,1058.300049,1041.171265,1092235
2022-09-12,1058.300049,1068.500000,1057.099976,1064.750000,1047.516724,936787
2022-09-13,1057.050049,1063.000000,1052.650024,1058.900024,1041.761475,1144685
2022-09-14,1040.000000,1068.000000,1040.000000,1059.949951,1042.794434,998799
2022-09-15,1060.000000,1062.949951,1028.500000,1033.300049,1016.575806,927244
2022-09-16,1038.500000,1060.000000,1034.000000,1043.500000,1026.610718,2850439
2022-09-19,1043.949951,1043.949951,1015.000000,1036.300049,1019.527344,2073673
2022-09-20,1041.500000,1097.550049,1039.500000,1092.300049,1074.620850,2491392
2022-09-21,1100.000000,1101.849976,1064.250000,1070.400024,1053.075317,2283817
2022-09-22,1061.150024,1071.800049,1051.000000,1061.900024,1044.712891,1634304
2022-09-23,1067.250000,1093.000000,1063.250000,1068.099976,1050.812500,3268298
2022-09-26,1065.699951,1081.199951,1050.849976,1065.650024,1048.402222,1219450
2022-09-27,1070.949951,1104.900024,1069.000000,1098.699951,1080.917236,2343041
2022-09-28,1101.000000,1117.699951,1087.650024,1097.150024,1079.392334,3450534
2022-09-29,1100.550049,1121.650024,1088.099976,1115.849976,1097.789673,2093772
2022-09-30,1119.750000,1128.000000,1105.050049,1114.949951,1096.904175,1834565
2022-10-03,1116.800049,1144.900024,1115.000000,1130.750000,1112.448486,2601710
2022-10-04,1138.849976,1147.500000,1133.000000,1144.650024,1126.123657,1911413
2022-10-06,1150.400024,1150.400024,1124.000000,1134.449951,1116.088501,1561938
2022-10-07,1135.000000,1147.199951,1129.050049,1130.500000,1112.202515,1182984
2022-10-10,1110.000000,1131.500000,1110.000000,1118.849976,1100.741089,1583891
2022-10-11,1121.800049,1127.150024,1103.800049,1110.099976,1092.132690,1538943
2022-10-12,1111.599976,1118.050049,1099.199951,1108.449951,1090.509399,1231143
2022-10-13,1108.400024,1127.849976,1101.099976,1103.650024,1085.787231,1438932
2022-10-14,1115.099976,1120.000000,1105.400024,1108.900024,1090.952148,1131139
2022-10-17,1108.000000,1113.050049,1098.800049,1108.150024,1090.214355,1076392
2022-10-18,1113.699951,1130.199951,1110.300049,1125.849976,1107.627808,960283
2022-10-19,1131.500000,1145.000000,1119.099976,1122.000000,1103.840088,1300144
2022-10-20,1122.000000,1142.000000,1117.000000,1136.800049,1118.400757,1633570
2022-10-21,1136.800049,1148.000000,1132.500000,1134.750000,1116.383789,1349759
2022-10-24,1145.599976,1150.000000,1141.550049,1146.900024,1128.337280,129688
2022-10-25,1147.000000,1164.849976,1146.900024,1155.900024,1137.191528,2210622
2022-10-27,1169.949951,1180.099976,1156.300049,1165.900024,1147.029663,2359658
2022-10-28,1169.000000,1171.800049,1151.000000,1155.199951,1136.502808,1087865
2022-10-31,1161.000000,1177.849976,1159.050049,1167.400024,1148.505371,1554670
2022-11-01,1167.500000,1185.250000,1163.599976,1173.400024,1154.408203,1491658
2022-11-02,1173.550049,1178.400024,1156.199951,1159.250000,1140.487183,1479828
2022-11-03,1152.199951,1176.000000,1151.099976,1163.099976,1144.274902,1992697
2022-11-04,1167.849976,1175.250000,1141.000000,1146.099976,1127.550049,1712836
2022-11-07,1146.099976,1152.000000,1116.500000,1130.900024,1112.596069,2006468
2022-11-09,1141.099976,1154.949951,1125.000000,1129.400024,1111.120361,2068940
2022-11-10,1130.000000,1152.000000,1119.000000,1122.300049,1104.135254,2028565
2022-11-11,1130.000000,1143.849976,1116.650024,1121.400024,1103.249878,1513809
2022-11-14,1124.500000,1133.599976,1118.199951,1129.500000,1111.218750,1501491
2022-11-15,1134.949951,1134.949951,1110.849976,1118.750000,1100.642822,1262746
2022-11-16,1120.949951,1136.449951,1117.250000,1121.199951,1103.052979,1649021
2022-11-17,1125.000000,1132.449951,1116.449951,1119.500000,1101.380737,1270387
2022-11-18,1124.000000,1127.050049,1099.449951,1102.400024,1084.557373,1486381
2022-11-21,1104.949951,1108.199951,1093.750000,1104.449951,1086.574097,1488424
2022-11-22,1107.449951,1109.699951,1097.199951,1104.099976,1086.229858,1302811
2022-11-23,1108.900024,1124.550049,1098.650024,1108.000000,1090.066772,2192276
2022-11-24,1113.550049,1117.650024,1092.400024,1095.349976,1077.621460,2933085
2022-11-25,1093.050049,1107.000000,1078.500000,1105.349976,1087.459595,1454838
2022-11-28,1100.000000,1110.000000,1094.099976,1101.750000,1083.917969,673339
2022-11-29,1106.000000,1125.849976,1105.000000,1121.150024,1103.004028,1899345
2022-11-30,1121.150024,1149.000000,1120.000000,1139.650024,1121.204468,2680903
2022-12-01,1145.000000,1145.199951,1117.000000,1124.900024,1106.693237,1360439
2022-12-02,1124.900024,1124.900024,1099.000000,1114.349976,1096.313965,2586376
2022-12-05,1114.349976,1122.550049,1108.150024,1115.349976,1097.297729,1236554
2022-12-06,1115.000000,1117.800049,1103.400024,1109.599976,1091.640869,1180968
2022-12-07,1111.000000,1122.650024,1103.400024,1105.300049,1087.410522,1031921
2022-12-08,1109.199951,1113.000000,1103.150024,1107.500000,1089.574829,808315
2022-12-09,1115.000000,1115.849976,1101.099976,1107.900024,1089.968384,994866
2022-12-12,1105.000000,1110.000000,1093.099976,1096.800049,1079.048096,1544297
2022-12-13,1096.949951,1112.500000,1088.199951,1109.900024,1091.936035,1282727
2022-12-14,1114.000000,1119.000000,1106.150024,1112.699951,1094.690674,1013627
2022-12-15,1111.199951,1118.099976,1099.349976,1101.800049,1083.967041,710477
2022-12-16,1096.300049,1108.000000,1086.099976,1089.400024,1071.767822,1309491
2022-12-19,1090.349976,1100.500000,1084.449951,1096.650024,1078.900513,779326
2022-12-20,1096.000000,1097.400024,1088.449951,1091.150024,1073.489502,795748
2022-12-21,1096.099976,1130.000000,1085.650024,1128.000000,1109.743042,3224730
2022-12-22,1135.000000,1147.349976,1117.050049,1122.449951,1104.282837,2070809
2022-12-23,1121.000000,1146.949951,1113.199951,1119.150024,1101.036255,2773210
2022-12-26,1127.000000,1135.000000,1094.000000,1096.500000,1078.752930,1279529
2022-12-27,1094.050049,1104.900024,1090.099976,1095.849976,1078.113281,1209316
2022-12-28,1094.000000,1103.150024,1084.099976,1085.800049,1068.226074,872940
2022-12-29,1086.000000,1098.000000,1070.000000,1087.550049,1069.947754,1625961
2022-12-30,1094.949951,1095.000000,1073.500000,1075.949951,1058.535400,1185711
2023-01-02,1080.250000,1082.000000,1063.849976,1070.949951,1053.616333,895053
2023-01-03,1070.050049,1080.949951,1066.400024,1075.900024,1058.486328,952230
2023-01-04,1078.949951,1081.949951,1063.949951,1066.900024,1049.632080,1369415
2023-01-05,1075.000000,1093.199951,1067.400024,1088.349976,1070.734863,1605744
2023-01-06,1088.349976,1093.099976,1073.500000,1076.349976,1058.928955,824772
2023-01-09,1081.750000,1096.949951,1076.900024,1087.449951,1069.849243,893437
2023-01-10,1086.500000,1090.250000,1074.849976,1078.699951,1061.240845,594426
2023-01-11,1078.699951,1083.949951,1043.000000,1047.599976,1030.644287,2168577
2023-01-12,1052.800049,1064.099976,1043.150024,1061.150024,1043.975098,1188988
2023-01-13,1064.000000,1070.599976,1053.250000,1067.750000,1050.468140,1089004
2023-01-16,1070.500000,1074.699951,1051.000000,1059.599976,1042.450073,825308
2023-01-17,1062.800049,1071.099976,1053.349976,1069.099976,1051.796387,762941
2023-01-18,1068.900024,1072.000000,1059.349976,1063.400024,1046.188599,1299797
2023-01-19,1063.500000,1069.599976,1058.550049,1064.849976,1047.615112,376954
2023-01-20,1067.000000,1067.000000,1050.449951,1053.449951,1036.399658,954230
2023-01-23,1053.400024,1064.250000,1050.699951,1062.550049,1045.352417,750581
2023-01-24,1065.000000,1074.900024,1055.050049,1062.150024,1044.958862,712627
2023-01-25,1064.900024,1068.250000,1020.000000,1035.250000,1018.494202,2226483
