Date,Open,High,Low,Close,Adj Close,Volume
2023-01-27,1023.250000,1072.949951,1023.250000,1047.250000,1030.300049,2947920
2023-01-30,1057.000000,1057.000000,1028.500000,1034.400024,1017.657959,2118395
2023-01-31,1043.000000,1043.000000,1007.500000,1017.950012,1001.474243,2705095
2023-02-01,1019.000000,1035.900024,1015.099976,1032.050049,1015.346069,1598213
2023-02-02,1026.099976,1032.800049,1017.299988,1025.300049,1008.705322,1291262
2023-02-03,1022.000000,1027.800049,1010.500000,1022.299988,1005.753845,1617105
2023-02-06,1020.000000,1033.599976,1010.150024,1029.800049,1013.132446,979035
2023-02-07,1029.800049,1034.849976,1021.299988,1031.300049,1014.608215,965322
2023-02-08,1035.000000,1041.199951,1019.150024,1039.099976,1022.281860,746863
2023-02-09,1025.300049,1044.599976,1020.000000,1021.500000,1004.966736,1331902
2023-02-10,1021.000000,1036.849976,1015.049988,1033.199951,1016.477356,1106858
2023-02-13,1036.000000,1040.599976,1019.000000,1021.950012,1005.409546,1042379
2023-02-14,1026.699951,1032.449951,1017.599976,1028.349976,1011.705872,759416
2023-02-15,1026.849976,1033.449951,1016.099976,1030.800049,1014.116333,662924
2023-02-16,1031.750000,1038.000000,1028.349976,1035.500000,1018.740112,667265
2023-02-17,1035.500000,1035.750000,1021.150024,1025.750000,1009.148010,1509783
2023-02-20,998.000000,998.000000,955.250000,964.000000,948.397400,5829572
2023-02-21,969.799988,979.099976,963.500000,965.950012,950.315857,2042234
2023-02-22,966.599976,972.799988,959.049988,962.549988,946.970886,1602953
2023-02-23,965.000000,967.450012,956.000000,960.299988,944.757263,1216409
2023-02-24,961.099976,966.000000,955.000000,961.799988,946.233032,1585383
2023-02-27,965.599976,968.599976,948.650024,950.200012,934.820740,1377270
2023-02-28,945.900024,945.900024,903.099976,906.400024,891.729675,5380673
2023-03-01,907.799988,910.250000,896.000000,899.599976,885.039734,3496231
2023-03-02,901.950012,903.000000,884.500000,886.450012,872.102600,1887367
2023-03-03,891.000000,892.000000,877.000000,878.650024,864.428833,1892639
2023-03-06,885.000000,885.549988,869.049988,880.900024,866.642456,4090356
2023-03-08,883.700012,883.799988,871.099976,877.250000,863.051514,2933956
2023-03-09,877.250000,896.849976,877.000000,881.750000,867.478699,6176157
2023-03-10,879.150024,884.599976,871.299988,881.200012,866.937561,1718841
2023-03-13,882.599976,889.099976,872.150024,874.799988,860.641113,1697362
2023-03-14,873.000000,883.700012,853.849976,872.049988,857.935669,2444217
2023-03-15,875.000000,883.400024,872.599976,877.950012,863.740173,1286900
2023-03-16,881.000000,890.000000,876.750000,883.450012,869.151184,2023997
2023-03-17,887.349976,888.400024,870.000000,874.049988,859.903259,2205087
2023-03-20,874.049988,876.900024,861.799988,866.700012,852.672241,997827
2023-03-21,866.799988,872.400024,860.599976,862.349976,848.392639,888443
2023-03-22,864.000000,866.000000,852.000000,863.400024,849.425720,1622488
2023-03-23,868.000000,870.900024,861.250000,869.099976,855.033386,1865868
2023-03-24,869.099976,879.000000,866.150024,877.250000,863.051514,3166046
2023-03-27,881.049988,891.349976,876.049988,889.299988,874.906433,3986238
2023-03-28,891.799988,894.250000,886.400024,889.500000,875.103271,3623017
2023-03-29,893.950012,896.599976,885.349976,887.700012,873.332397,3049688
2023-03-31,888.799988,902.700012,886.700012,900.500000,885.925232,2320879
2023-04-03,910.000000,910.000000,887.049988,891.450012,877.021667,2623264
2023-04-05,889.000000,897.349976,886.299988,895.750000,881.252075,1612376
2023-04-06,899.000000,899.750000,889.000000,893.349976,878.890869,1512783
2023-04-10,896.950012,904.500000,894.200012,901.849976,887.253296,919722
2023-04-11,905.000000,908.150024,902.000000,907.150024,892.467590,1778775
2023-04-12,909.000000,920.900024,908.200012,917.950012,903.092712,3449942
2023-04-13,921.900024,923.049988,912.299988,915.750000,900.928345,1068355
2023-04-17,915.000000,917.450012,901.099976,906.450012,891.778931,2604979
2023-04-18,905.000000,925.500000,897.000000,924.250000,909.290771,1949777
2023-04-19,925.950012,925.950012,909.000000,911.900024,897.140686,1538261
2023-04-20,912.000000,913.700012,898.950012,904.000000,889.368530,4446158
2023-04-21,903.000000,918.549988,903.000000,915.049988,900.239685,3481218
2023-04-24,916.000000,917.200012,901.150024,903.000000,888.384705,1784945
2023-04-25,904.599976,912.000000,896.299988,909.650024,894.927063,2440358
2023-04-26,911.849976,914.200012,900.049988,911.099976,896.353577,1400796
2023-04-27,911.200012,917.299988,903.000000,913.950012,899.157471,2457652
2023-04-28,918.849976,919.000000,905.150024,908.049988,893.353027,2695819
2023-05-02,910.400024,921.000000,906.099976,917.700012,902.846802,1857324
2023-05-03,920.950012,924.500000,917.000000,920.650024,905.749023,2566561
2023-05-04,920.650024,935.400024,920.650024,933.500000,918.391113,3393228
2023-05-05,935.000000,935.200012,920.849976,924.799988,909.831848,2262141
2023-05-08,927.200012,934.900024,919.650024,933.299988,918.194336,3877794
2023-05-09,935.000000,943.000000,929.099976,939.200012,923.998779,2657968
2023-05-10,943.500000,946.700012,933.200012,944.400024,929.114685,1618668
2023-05-11,946.450012,947.000000,935.000000,943.599976,928.327576,1537103
2023-05-12,948.849976,953.000000,913.000000,937.450012,922.277161,3850078
2023-05-15,940.000000,940.000000,896.849976,922.799988,907.864197,5487301
2023-05-16,927.400024,942.650024,918.400024,922.099976,907.175537,2964696
2023-05-17,924.950012,932.000000,917.000000,923.950012,908.995667,1866976
2023-05-18,929.000000,929.650024,911.549988,914.500000,899.698547,1881606
2023-05-19,917.000000,922.000000,913.000000,916.250000,901.420288,1168086
2023-05-22,916.250000,931.049988,915.450012,924.950012,909.979431,1402783
2023-05-23,926.400024,932.299988,919.500000,930.400024,915.341309,1577827
2023-05-24,923.500000,939.900024,923.500000,938.000000,922.818237,1034319
2023-05-25,941.450012,947.000000,935.000000,945.450012,930.147644,2178211
2023-05-26,945.900024,952.750000,940.500000,951.349976,935.952148,1130476
2023-05-29,952.000000,959.200012,945.099976,956.250000,940.772888,1744868
2023-05-30,957.599976,961.500000,951.000000,959.849976,944.314575,1337311
2023-05-31,960.200012,965.000000,942.299988,953.049988,937.624634,3561991
2023-06-01,950.000000,966.500000,946.750000,964.750000,949.135254,1132919
2023-06-02,965.900024,969.650024,954.650024,965.849976,950.217468,1098485
2023-06-05,970.000000,976.900024,959.150024,974.799988,959.022583,1469770
2023-06-06,972.900024,974.950012,964.049988,972.049988,956.317139,2079735
2023-06-07,972.950012,977.900024,958.500000,960.450012,944.904846,1614117
2023-06-08,964.900024,969.849976,963.000000,965.400024,949.774780,1481632
2023-06-09,966.000000,971.000000,959.150024,969.250000,953.562439,717024
2023-06-12,973.250000,973.250000,955.150024,959.950012,944.413025,1239721
2023-06-13,963.000000,983.849976,957.000000,981.500000,965.614197,2158120
2023-06-14,981.500000,981.900024,972.599976,978.700012,962.859558,1831109
2023-06-15,981.950012,1000.000000,980.599976,998.200012,982.043884,1804458
2023-06-16,1000.000000,1007.150024,993.750000,1006.049988,989.766785,1572197
2023-06-19,1006.250000,1017.549988,999.200012,1011.250000,994.882629,1015057
2023-06-20,1013.849976,1018.799988,1002.599976,1011.150024,994.784302,1413571
2023-06-21,1010.200012,1013.450012,1002.250000,1008.900024,992.570740,1140198
2023-06-22,1003.099976,1007.000000,990.099976,998.299988,982.142212,2852669
2023-06-23,999.950012,999.950012,985.650024,989.400024,973.386353,1776614
2023-06-26,989.349976,1025.000000,989.349976,1021.900024,1005.360291,2313439
2023-06-27,1024.000000,1026.099976,1005.000000,1009.250000,992.915039,1651238
2023-06-28,1009.250000,1009.250000,1009.250000,1009.250000,992.915039,0
2023-06-30,1009.900024,1021.450012,1005.000000,1014.950012,998.522827,1963457
2023-07-03,1020.500000,1029.900024,999.000000,1001.799988,985.585632,1454455
2023-07-04,1007.950012,1016.000000,996.500000,1011.849976,995.472961,1112255
2023-07-05,1017.000000,1018.799988,1005.400024,1010.799988,994.439941,748219
2023-07-06,1012.000000,1023.549988,1011.400024,1021.250000,1004.720825,1236819
2023-07-07,1009.450012,1028.750000,998.049988,1020.650024,1004.130554,1914093
2023-07-10,1024.000000,1026.000000,1013.000000,1016.700012,1000.244446,1142988
2023-07-11,1018.950012,1033.500000,1018.000000,1027.800049,1011.164856,814514
2023-07-12,1025.000000,1032.900024,1019.950012,1022.200012,1005.655457,1163653
2023-07-13,1027.849976,1036.000000,1018.049988,1020.700012,1004.179749,1419223
2023-07-14,1026.150024,1034.800049,1019.349976,1030.900024,1014.214661,787233
2023-07-17,1036.199951,1039.000000,1025.400024,1032.650024,1015.936340,1047614
2023-07-18,1032.650024,1035.199951,1019.500000,1030.800049,1014.116333,780402
2023-07-19,1030.000000,1042.000000,1022.700012,1035.800049,1019.035339,1069988
2023-07-20,1038.949951,1057.900024,1027.000000,1056.550049,1048.050049,1280545
2023-07-21,1048.900024,1062.000000,1045.050049,1048.949951,1048.949951,879139
2023-07-24,1048.949951,1053.000000,1038.000000,1048.949951,1048.949951,936947
2023-07-25,1058.000000,1061.750000,1049.400024,1054.750000,1054.750000,599999
2023-07-26,1060.000000,1082.050049,1042.150024,1068.500000,1068.500000,1854416
2023-07-27,1115.000000,1219.400024,1108.550049,1171.449951,1171.449951,14590950
2023-07-28,1171.449951,1190.400024,1155.699951,1177.800049,1177.800049,4454009
2023-07-31,1181.800049,1184.750000,1165.400024,1175.000000,1175.000000,2221571
2023-08-01,1175.000000,1187.300049,1168.099976,1178.349976,1178.349976,1362536
2023-08-02,1185.000000,1185.000000,1153.550049,1168.300049,1168.300049,1861901
2023-08-03,1166.050049,1178.949951,1150.000000,1165.849976,1165.849976,2574025
2023-08-04,1171.000000,1238.699951,1171.000000,1209.750000,1209.750000,8359856
2023-08-07,1195.000000,1228.500000,1174.199951,1223.650024,1223.650024,2468250
2023-08-08,1225.000000,1269.000000,1224.050049,1266.449951,1266.449951,5064238
2023-08-09,1270.000000,1271.650024,1252.250000,1266.050049,1266.050049,2105178
2023-08-10,1266.000000,1277.900024,1248.099976,1258.949951,1258.949951,2102129
2023-08-11,1258.300049,1258.800049,1245.000000,1250.199951,1250.199951,1286301
